date PRCP(mm) PET(mm) T(°C)
1972-03-27 0.05 1.66 6.66
1972-03-28 0 1.66 8.15
1972-03-29 0 1.81 9.42
1972-03-30 2.62 2.24 9.82
1972-03-31 4.47 0.95 9.61
1972-04-01 0.97 1.44 9.87
1972-04-02 0.03 1.82 12.44
1972-04-03 0.01 2.4 12.12
1972-04-04 12.86 0.89 11.2
1972-04-05 1.56 1.72 8.82
1972-04-06 0.05 1.04 10.81
1972-04-07 5.51 2.67 11.99
1972-04-08 1.23 1.69 7.96
1972-04-09 7.23 0.68 5.95
1972-04-10 14.65 1.02 7.13
1972-04-11 30.88 0.97 7.89
1972-04-12 9.7 1.51 6.87
1972-04-13 0.34 1.2 8.23
1972-04-14 16.26 1.04 8.51
1972-04-15 1.71 1.24 7.87
1972-04-16 1.83 2.3 6.08
1972-04-17 0.88 1.24 5.91
1972-04-18 1.98 1.55 6.88
1972-04-19 8.78 0.95 7.05
1972-04-20 4.14 1.18 4.24
1972-04-21 4.28 0.6 4.93
1972-04-22 5.39 0.93 7.26
1972-04-23 0.94 2.15 8.63
1972-04-24 2.39 0.68 9.03
1972-04-25 0.71 2.61 6.74
1972-04-26 0.24 2.19 4.76
1972-04-27 0.16 1.78 7.36
1972-04-28 0 2.19 8.78
1972-04-29 0 3.25 10.57
1972-04-30 1.6 2.97 11.46
1972-05-01 10.77 1.39 10.66
1972-05-02 3.8 0.7 8.1
1972-05-03 11.3 1.82 10.66
1972-05-04 0.77 1.91 9.39
1972-05-05 0.65 2.64 8.95
1972-05-06 0.14 2.43 10.56
1972-05-07 0.51 3.12 11.33
1972-05-08 0.46 3.27 13.36
1972-05-09 0.03 1.74 11.59
1972-05-10 0.07 2.8 11.09
1972-05-11 4.21 2.69 11.84
1972-05-12 8.03 1.49 8.68
1972-05-13 21.62 0.82 6.54
1972-05-14 12.14 0.91 6.68
1972-05-15 17.88 0.6 6.71
1972-05-16 4.45 1.4 6.58
1972-05-17 0.72 2.12 7.59
1972-05-18 0.15 2.56 8.61
1972-05-19 6.29 1.16 9.6
1972-05-20 0.45 2.37 10.31
1972-05-21 1.07 3.87 14.57
1972-05-22 11.64 0.82 12.19
1972-05-23 0.14 2.41 11.85
1972-05-24 0 1.42 15.06
1972-05-25 0 3.71 17.7
1972-05-26 0.09 3.74 17.48
1972-05-27 0.1 2.67 12.93
1972-05-28 0 3.53 12.77
1972-05-29 0.57 5.04 15.43
1972-05-30 0.57 1.57 13.54
1972-05-31 0.34 1.76 12.7
1972-06-01 0 3.55 12.93
1972-06-02 0.01 2.26 13.51
1972-06-03 0.7 3.14 15.44
1972-06-04 11.73 3.19 16.36
1972-06-05 9.64 1.13 10.39
1972-06-06 0.58 3.55 12.85
1972-06-07 2.64 0.95 10.78
1972-06-08 0 3.54 11.19
1972-06-09 3.47 2.73 11.94
1972-06-10 2.42 1.9 10.1
1972-06-11 2.52 2.38 9.35
1972-06-12 0.02 2.86 11.54
1972-06-13 3.77 2.89 14.03
1972-06-14 13.74 1.24 13.45
1972-06-15 9.09 1.45 13.84
1972-06-16 0.1 3.4 14.85
1972-06-17 0.14 4.62 15.67
1972-06-18 2.43 4.19 17.36
1972-06-19 0.13 2.76 15.77
1972-06-20 0.19 2.92 15.83
1972-06-21 0.51 2.33 15.9
1972-06-22 0 3.29 15.45
1972-06-23 0 3.68 14.57
1972-06-24 0 3.08 15.07
1972-06-25 0.81 4.32 19.2
1972-06-26 4.94 1.14 15.57
1972-06-27 0.81 2.41 14.76
1972-06-28 10.02 1.32 13.75
1972-06-29 13.14 0.83 12.29
1972-06-30 0.11 2.83 13.26
1972-07-01 0.04 3.42 13.78
1972-07-02 0 3.03 14.06
1972-07-03 0 4.88 16.25
1972-07-04 6.09 4.57 19.74
1972-07-05 2.87 1.75 16.45
1972-07-06 3.59 1.64 16.53
1972-07-07 0 3.72 18.4
1972-07-08 1.17 3.9 20.5
1972-07-09 8.68 1.72 15.92
1972-07-10 0.01 2.84 13.54
1972-07-11 0 3.82 13.3
1972-07-12 0 4.18 15.78
1972-07-13 0 5.43 17.66
1972-07-14 0 5.36 18.89
1972-07-15 0 5.61 20.85
1972-07-16 0.29 4.61 19.96
1972-07-17 1.66 4.5 20.36
1972-07-18 0.89 1.93 19.44
1972-07-19 1.18 2.82 19.88
1972-07-20 0 3.11 19.1
1972-07-21 0.91 3.42 19.09
1972-07-22 0.03 3.59 20.13
1972-07-23 1.67 3.03 20.31
1972-07-24 1.09 2.98 20.43
1972-07-25 0.32 2.82 20.54
1972-07-26 0.85 3.34 20.93
1972-07-27 0 4.12 19.91
1972-07-28 0.02 4.24 17.28
1972-07-29 0.01 3.89 16.54
1972-07-30 0 3.61 16.82
1972-07-31 1.09 2.88 17.18
1972-08-01 0.94 3.54 15.12
1972-08-02 0.99 2.72 14.16
1972-08-03 0.02 2.87 14.45
1972-08-04 0 4.26 17.12
1972-08-05 0 4.85 18.79
1972-08-06 0.04 3.59 20.87
1972-08-07 0.08 3.17 20.85
1972-08-08 6.32 3.77 22.15
1972-08-09 3.51 2.03 19.75
1972-08-10 20.44 2.79 20.38
1972-08-11 11.63 1.96 19.74
1972-08-12 17.9 1.93 18.71
1972-08-13 31.96 0.84 16.24
1972-08-14 9.67 1.05 14.31
1972-08-15 7.24 1.11 14.65
1972-08-16 0.65 2.49 16.06
1972-08-17 0 2.68 15.98
1972-08-18 0.45 2.17 15.24
1972-08-19 0 2.97 13.14
1972-08-20 0 3.45 12.51
1972-08-21 0 3.7 14.07
1972-08-22 0 3.86 16.1
1972-08-23 0 3.88 15.1
1972-08-24 0.38 4.1 16.96
1972-08-25 3.67 2.33 19.08
1972-08-26 0.99 1.69 16.97
1972-08-27 7.57 1.75 16.81
1972-08-28 3.4 1.65 15.5
1972-08-29 3.52 2.08 14.76
1972-08-30 5.98 1.68 14.98
1972-08-31 2.33 1.82 15.93
1972-09-01 2.54 1.77 15.51
1972-09-02 0.73 2.61 16.41
1972-09-03 2.48 2.82 15.66
1972-09-04 0.45 1.21 12.79
1972-09-05 0.54 2.35 15
1972-09-06 10.55 1.83 16.1
1972-09-07 15.13 0.71 14.92
1972-09-08 0 2.4 16.61
1972-09-09 3.66 1.18 17.75
1972-09-10 3.16 1.84 13.9
1972-09-11 0 2.38 10.97
1972-09-12 0.04 1.51 11.65
1972-09-13 3.76 2.4 11.86
1972-09-14 10.57 1.49 10.16
1972-09-15 2.53 1.48 9.77
1972-09-16 0 1.93 9.89
1972-09-17 0.03 1.95 10.61
1972-09-18 0.43 1.38 11.05
1972-09-19 0 1.89 10.94
1972-09-20 7.69 0.96 10.76
1972-09-21 1.71 1.22 13.83
1972-09-22 1.72 0.97 16.16
1972-09-23 0.48 2.12 17.24
1972-09-24 0.02 1.64 15.51
1972-09-25 0 1.8 14.23
1972-09-26 0 2.86 10.96
1972-09-27 0 2.7 9.64
1972-09-28 0 2.72 10.46
1972-09-29 0 2.17 11.45
1972-09-30 0.35 1.95 13.48
1972-10-01 1.88 1.32 14.77
1972-10-02 0.02 0.87 14.5
1972-10-03 0 1.9 14.9
1972-10-04 0 1.64 14.8
1972-10-05 2.17 1.85 16.2
1972-10-06 2.41 1.96 15.5
1972-10-07 0.68 1.46 15.25
1972-10-08 0 1.86 14.36
1972-10-09 0 1.17 13.12
1972-10-10 10.95 0.68 11.7
1972-10-11 0.33 1.34 9.33
1972-10-12 2.28 1.35 9.77
1972-10-13 0.02 1.35 10.34
1972-10-14 0 1.44 11.47
1972-10-15 0 1.41 11.59
1972-10-16 0 1.09 11.61
1972-10-17 0 1.56 11.56
1972-10-18 0 1.63 11.15
1972-10-19 0 1.35 9.7
1972-10-20 0 0.94 10
1972-10-21 0 1.35 5.93
1972-10-22 0 1.02 4.97
1972-10-23 0 1.64 7.85
1972-10-24 0 1.2 8.42
1972-10-25 2 0.54 10.12
1972-10-26 2.8 1.27 15.11
1972-10-27 21.83 0.8 11.42
1972-10-28 6.35 0.74 7.77
1972-10-29 0 0.69 9.75
1972-10-30 0 0.76 10.95
1972-10-31 0.62 0.84 10.38
1972-11-01 1.23 0.58 8.97
1972-11-02 3.1 0.46 8.45
1972-11-03 0.16 0.34 11.2
1972-11-04 0 1.07 10.67
1972-11-05 0.04 1.03 11.51
1972-11-06 0 1.19 11.19
1972-11-07 0 1.22 10.97
1972-11-08 3.84 0.75 10.37
1972-11-09 0.24 0.52 9.54
1972-11-10 5.54 1.07 10.06
1972-11-11 5.3 0.6 7.75
1972-11-12 0 0.98 6.53
1972-11-13 1.29 0.68 10.2
1972-11-14 7.34 0.65 11.89
1972-11-15 0.58 0.59 8.22
1972-11-16 0.01 0.71 10.7
1972-11-17 6.19 1.23 10.93
1972-11-18 0.76 0.7 8.54
1972-11-19 5.38 0.6 9.7
1972-11-20 4.1 0.57 10.54
1972-11-21 0.1 0.98 12.36
1972-11-22 0.02 0.36 10.64
1972-11-23 4.89 0.33 8.38
1972-11-24 0.02 0.67 2.69
1972-11-25 0 0.72 0.65
1972-11-26 0.02 0.29 0.05
1972-11-27 0 0.77 -0.09
1972-11-28 5.55 0.89 4.02
1972-11-29 1.49 0.41 5.01
1972-11-30 10.24 0.34 5.47
1972-12-01 0.33 0.49 5.36
1972-12-02 12.49 0.49 6.09
1972-12-03 3.97 0.25 5.04
1972-12-04 0.57 0.46 4.47
1972-12-05 0 0.93 6.54
1972-12-06 1.09 0.52 6.38
1972-12-07 13.93 0.32 8.05
1972-12-08 19.15 0.23 5.66
1972-12-09 0 0.63 3.27
1972-12-10 0 0.37 3.29
1972-12-11 0.08 0.52 4.47
1972-12-12 0 0.48 4.24
1972-12-13 0 0.64 4.93
1972-12-14 0 0.96 3.95
1972-12-15 0.02 0.91 5.97
1972-12-16 0 0.55 8.27
1972-12-17 0 0.89 8.74
1972-12-18 0 0.93 7.79
1972-12-19 0 0.91 5.98
1972-12-20 0 0.87 4.68
1972-12-21 0 0.59 2.72
1972-12-22 0 0.85 2.11
1972-12-23 0 0.65 1.1
1972-12-24 0 0.61 0.47
1972-12-25 0.27 0.75 3.11
1972-12-26 1.48 0.53 5.65
1972-12-27 8.54 0.66 6.62
1972-12-28 42.79 0.64 5.82
1972-12-29 10.45 0.26 4.44
1972-12-30 7.79 0.52 3.49
1972-12-31 0.1 0.44 3.14
1973-01-01 0.05 0.44 4.16
1973-01-02 0 0.6 2.98
1973-01-03 0 0.64 1.18
1973-01-04 0 0.46 0.46
1973-01-05 0 0.59 1.26
1973-01-06 0 0.54 0.84
1973-01-07 0 0.73 0.82
1973-01-08 0.01 0.59 1.1
1973-01-09 0.17 0.42 0.42
1973-01-10 0 0.71 0.97
1973-01-11 0 0.98 2.27
1973-01-12 0.07 1.26 5.6
1973-01-13 7.76 0.32 6.28
1973-01-14 1.38 0.77 7.12
1973-01-15 6.95 0.88 6.54
1973-01-16 1.87 0.45 4.28
1973-01-17 10.89 0.3 6.24
1973-01-18 1.01 0.59 4.24
1973-01-19 0.53 0.48 3.35
1973-01-20 7.96 0.9 6.94
1973-01-21 20.37 0.41 4.16
1973-01-22 1.46 0.54 0.97
1973-01-23 2.26 0.57 1.86
1973-01-24 3.71 0.38 7.03
1973-01-25 0.06 0.78 6.53
1973-01-26 0.28 0.69 5.53
1973-01-27 10.84 0.45 6.94
1973-01-28 10.05 0.4 7.92
1973-01-29 0 0.84 6.82
1973-01-30 9.94 0.52 4.58
1973-01-31 16.19 0.37 4.04
1973-02-01 0.78 0.69 2.2
1973-02-02 0 0.73 0.49
1973-02-03 0 0.7 -1.22
1973-02-04 0 1.39 2.4
1973-02-05 0 1.45 4.84
1973-02-06 0 0.97 3.9
1973-02-07 0 1.03 2.31
1973-02-08 0 0.53 4.15
1973-02-09 5.8 0.52 5.89
1973-02-10 3.86 0.86 3.94
1973-02-11 1.99 0.61 3.6
1973-02-12 11.47 0.98 5.29
1973-02-13 13.48 0.72 3.46
1973-02-14 8.51 0.73 2.26
1973-02-15 3.82 0.78 1.26
1973-02-16 2.67 0.4 0.71
1973-02-17 0.09 0.97 1.38
1973-02-18 0.93 1.05 -0.32
1973-02-19 13.61 0.32 2.73
1973-02-20 0.08 0.81 4.08
1973-02-21 1.71 0.74 3.82
1973-02-22 7.65 0.56 5.82
1973-02-23 23.33 0.8 5.59
1973-02-24 43.64 0.53 7.8
1973-02-25 19.03 0.64 5.8
1973-02-26 13.29 0.96 6.26
1973-02-27 4.05 0.88 3.9
1973-02-28 0 1.63 1.74
1973-03-01 0.13 1.74 5.92
1973-03-02 0.31 1.43 5.64
1973-03-03 0 1.56 4.93
1973-03-04 0 1.9 9.35
1973-03-05 0 1.9 10.01
1973-03-06 0.79 1.07 7.54
1973-03-07 0 1.61 4.26
1973-03-08 0 1.75 2.74
1973-03-09 0 2.14 3.82
1973-03-10 0 2.44 4.18
1973-03-11 0 2.43 2.58
1973-03-12 0.02 2.42 3.27
1973-03-13 0.23 1.38 2.61
1973-03-14 0.21 1.09 1.63
1973-03-15 0.11 1.59 2.79
1973-03-16 0.08 1.47 3.42
1973-03-17 0.01 1.98 3.64
1973-03-18 0 2.2 3.97
1973-03-19 0 2.45 5.3
1973-03-20 0 2.83 6.72
1973-03-21 0 2.97 8.19
1973-03-22 0 2.34 8.61
1973-03-23 0 2.97 9.94
1973-03-24 15.49 1.69 10.68
1973-03-25 12.18 0.95 4.96
1973-03-26 1.85 1.64 4.96
1973-03-27 3.08 1.86 6.88
1973-03-28 20.67 0.65 8.48
1973-03-29 0.56 1.86 7.78
1973-03-30 0.99 1.22 5.94
1973-03-31 0 1.77 6.3
1973-04-01 0 1.86 7.46
1973-04-02 5.18 1.5 7.63
1973-04-03 0.1 2.02 5.39
1973-04-04 0 2.32 6.02
1973-04-05 0 3.15 9.95
1973-04-06 0.02 2.63 12.07
1973-04-07 0.56 2.07 8.71
1973-04-08 4.13 0.75 5.72
1973-04-09 3.43 1.31 3.43
1973-04-10 1.81 1.63 1.67
1973-04-11 4.28 1.78 4.21
1973-04-12 7.04 0.88 6.5
1973-04-13 0.85 1.43 7.57
1973-04-14 0 2.72 7.59
1973-04-15 0.12 3.03 6.77
1973-04-16 0 2.14 7.75
1973-04-17 0 3.39 9.04
1973-04-18 0 3.2 9.97
1973-04-19 0.89 2.08 9.04
1973-04-20 0.09 1.96 5.8
1973-04-21 0.53 1.74 5.59
1973-04-22 2.23 1.01 5.99
1973-04-23 10.43 1.5 6.76
1973-04-24 2.11 1.24 5.24
1973-04-25 0 3.01 8.03
1973-04-26 0.63 2.47 12.56
1973-04-27 13.49 1.42 13.29
1973-04-28 6.3 2.16 13.33
1973-04-29 0.07 2.68 13.39
1973-04-30 0 1.75 17.18
1973-05-01 2.47 2.3 15.8
1973-05-02 0.25 3.41 16.83
1973-05-03 3.54 3.75 16.41
1973-05-04 1.34 3.16 15.14
1973-05-05 3.69 2.24 11.6
1973-05-06 0.56 2.72 10.82
1973-05-07 13.1 1.04 8.54
1973-05-08 4.73 1.55 8.75
1973-05-09 0 2.62 9.93
1973-05-10 6.56 2.53 10.69
1973-05-11 0.6 2.54 10.31
1973-05-12 0 2.83 9.84
1973-05-13 0 4.46 13.66
1973-05-14 0 2.85 18.74
1973-05-15 0.04 2.73 20.19
1973-05-16 0.19 1.4 17.47
1973-05-17 1.54 2.83 14.89
1973-05-18 7.62 0.86 14.41
1973-05-19 0.48 3.45 14.39
1973-05-20 6.2 3.48 15.22
1973-05-21 0 3.43 14.73
1973-05-22 0.88 1.92 14.45
1973-05-23 0 4.12 15.04
1973-05-24 0 4.31 16.52
1973-05-25 0 4.01 20.06
1973-05-26 2.01 4.08 21.79
1973-05-27 4.67 2.07 15.58
1973-05-28 1.75 1.44 12.81
1973-05-29 0 2.89 13.58
1973-05-30 0.41 2.16 17
1973-05-31 32.29 3.55 18.99
1973-06-01 12.24 0.98 11.84
1973-06-02 0 3.06 12.32
1973-06-03 8.48 1.45 13.71
1973-06-04 10.62 0.74 12.53
1973-06-05 20.05 0.92 13.54
1973-06-06 6.48 2.42 15.86
1973-06-07 0.06 1.99 16.06
1973-06-08 0.05 3.17 16.11
1973-06-09 0 3.69 16.19
1973-06-10 0.19 3.4 16.77
1973-06-11 1.19 2.48 16.54
1973-06-12 11.66 2.76 17.06
1973-06-13 4.17 1.18 15.14
1973-06-14 0.01 3.8 17.12
1973-06-15 0 5.43 19.91
1973-06-16 0.5 3.99 19.15
1973-06-17 0.01 4 17.43
1973-06-18 0 4 18.07
1973-06-19 4.08 4.01 18.52
1973-06-20 3.21 3.02 13.53
1973-06-21 7.59 1.21 10.98
1973-06-22 1.57 1.55 12.39
1973-06-23 0.02 3.36 15.85
1973-06-24 0 4.06 16.55
1973-06-25 0 4.79 19.69
1973-06-26 0.55 1.97 21.21
1973-06-27 11.79 2 19.65
1973-06-28 0.08 2.95 18.41
1973-06-29 0 3.69 18.3
1973-06-30 0.01 5.19 20.84
1973-07-01 0.79 4.07 20.96
1973-07-02 0 3.11 20.2
1973-07-03 0 5.22 22.43
1973-07-04 8.82 4.77 21.46
1973-07-05 1.83 1.87 16.24
1973-07-06 0.33 3.01 16.98
1973-07-07 5.28 2.54 18.97
1973-07-08 0.69 2.06 18.63
1973-07-09 0.5 2.26 19.43
1973-07-10 0 4.27 20.96
1973-07-11 0.06 4.15 21.01
1973-07-12 0.03 3.9 19.45
1973-07-13 17.03 0.97 17.48
1973-07-14 10.47 1.14 16.65
1973-07-15 8.24 1.78 16.66
1973-07-16 10.66 1.37 14.3
1973-07-17 1.84 2.55 15.62
1973-07-18 0.68 3.05 16.44
1973-07-19 0.05 3.57 16.85
1973-07-20 8.16 3 18.07
1973-07-21 9.23 1.52 16.33
1973-07-22 0.41 2.85 15.6
1973-07-23 12.14 2.61 15.66
1973-07-24 24.08 1.16 16.66
1973-07-25 0.54 2.85 16.05
1973-07-26 0 3.72 16.18
1973-07-27 0.01 4.67 16.97
1973-07-28 0.01 4.25 16.84
1973-07-29 1.1 3.1 15.26
1973-07-30 0 2.58 17.52
1973-07-31 2.64 2.7 19.29
1973-08-01 0.51 3.74 19.38
1973-08-02 1.8 2.36 18.16
1973-08-03 0.49 1.92 17.1
1973-08-04 0.25 1.76 16.91
1973-08-05 0 4.55 19.69
1973-08-06 0 4.22 22.98
1973-08-07 0.31 2.72 19.69
1973-08-08 0 3.46 20.41
1973-08-09 1.08 4.71 22.13
1973-08-10 4.34 3.83 24.27
1973-08-11 0.15 3.81 24.81
1973-08-12 0.8 3.71 24.88
1973-08-13 0.65 3.72 24.28
1973-08-14 2.47 2.03 20.7
1973-08-15 8.11 1.56 19.45
1973-08-16 2.88 1.5 18.9
1973-08-17 0.02 2.12 20.37
1973-08-18 0.68 3.88 22.41
1973-08-19 0.69 4.62 23.76
1973-08-20 0.08 3.45 22.37
1973-08-21 0.39 3.93 23.55
1973-08-22 5.59 3.05 22.78
1973-08-23 10.68 2.18 20.8
1973-08-24 4.97 1.68 19.1
1973-08-25 3.04 2.82 19.08
1973-08-26 0.41 2.96 19.09
1973-08-27 0.34 2.43 18.22
1973-08-28 0.91 2.67 16.56
1973-08-29 0.02 3.26 16.14
1973-08-30 1.7 1.76 15.56
1973-08-31 0.02 2.52 13.7
1973-09-01 0 3.83 15.48
1973-09-02 0 4.32 19.06
1973-09-03 0 4.74 22.23
1973-09-04 1.51 3.22 22.68
1973-09-05 4.06 3.31 21
1973-09-06 13.8 1.16 18.57
1973-09-07 7.92 0.87 17.2
1973-09-08 1.07 2.49 18.83
1973-09-09 0 3.19 19.96
1973-09-10 0 3.23 20.76
1973-09-11 0 4.29 21.39
1973-09-12 0.79 1.97 18.87
1973-09-13 0.32 1.92 18.63
1973-09-14 0 1.75 21.44
1973-09-15 13 1.53 20.83
1973-09-16 0.06 2.09 19.12
1973-09-17 12.69 1 14.52
1973-09-18 0.3 2.11 13.66
1973-09-19 0 2.26 16.76
1973-09-20 12.63 2.27 17.16
1973-09-21 8.79 1.42 13.17
1973-09-22 20.13 1.49 12.71
1973-09-23 6.87 1.33 9.64
1973-09-24 0.02 2.03 9.55
1973-09-25 0.45 1.65 11.75
1973-09-26 0.7 1.98 13.68
1973-09-27 0.46 1.64 13.99
1973-09-28 0.45 2.8 13.49
1973-09-29 8.94 0.8 11.52
1973-09-30 8 0.99 9.33
1973-10-01 2.18 1 8.29
1973-10-02 0.58 0.94 8.81
1973-10-03 0.2 1.73 11.16
1973-10-04 0.01 1.46 13.14
1973-10-05 0.49 2.17 14.56
1973-10-06 2.27 1.31 12.66
1973-10-07 0.03 1.46 11.43
1973-10-08 0 1.79 10.57
1973-10-09 0 2.21 10.62
1973-10-10 0 1.22 12.01
1973-10-11 0 1.37 11.8
1973-10-12 12.18 1.69 12.27
1973-10-13 9.58 0.98 13.84
1973-10-14 5 0.98 14
1973-10-15 5.35 0.79 14.28
1973-10-16 4.33 1.51 13.81
1973-10-17 3.74 1.17 10.79
1973-10-18 0.02 1.24 8.55
1973-10-19 0 1.4 7.18
1973-10-20 0.02 1.24 7.9
1973-10-21 1.83 1.1 10.63
1973-10-22 0 1.38 9.34
1973-10-23 0 1.75 7.93
1973-10-24 0 1.49 8.77
1973-10-25 0 1.47 7.31
1973-10-26 0 1.89 7.98
1973-10-27 0 1.67 10.21
1973-10-28 0 1.38 10.05
1973-10-29 0 1.38 9.34
1973-10-30 0 1.09 8.49
1973-10-31 0.38 0.65 9.64
1973-11-01 0 1.57 12.43
1973-11-02 0.14 0.72 11.98
1973-11-03 3.47 0.77 13.25
1973-11-04 6.87 1.32 14.55
1973-11-05 17.42 0.41 11.92
1973-11-06 0.4 0.98 7.36
1973-11-07 0 1.27 3.28
1973-11-08 0 1.16 2.88
1973-11-09 0 1.43 5.4
1973-11-10 0.05 1.6 7.48
1973-11-11 7.4 0.37 7.17
1973-11-12 0 0.95 2.93
1973-11-13 1.04 1.11 5.62
1973-11-14 2.88 0.64 9.71
1973-11-15 0.28 0.53 10.09
1973-11-16 0 0.94 8.81
1973-11-17 0 0.98 7.47
1973-11-18 0 1.23 6.14
1973-11-19 0 1.46 6.42
1973-11-20 0 1.32 5.59
1973-11-21 0 1.4 6.16
1973-11-22 0 1.53 6.81
1973-11-23 0 1.37 6.82
1973-11-24 0 1.2 7.75
1973-11-25 0.73 0.76 7.7
1973-11-26 1.36 0.77 5.99
1973-11-27 0 0.74 -1.46
1973-11-28 3.65 0.72 1.03
1973-11-29 35.23 0.45 6.92
1973-11-30 18.99 0.33 7.44
1973-12-01 31.9 0.41 7.79
1973-12-02 0.16 0.71 -2.57
1973-12-03 1.72 0.33 -5.32
1973-12-04 2.93 0.35 2.63
1973-12-05 0.7 0.34 6.92
1973-12-06 0.29 0.53 7.44
1973-12-07 1.25 0.57 8.36
1973-12-08 9.25 0.55 7.78
1973-12-09 0 0.55 1.25
1973-12-10 0 0.8 -1.3
1973-12-11 1.72 0.77 1.7
1973-12-12 3.44 0.34 4.81
1973-12-13 7.91 0.39 6.42
1973-12-14 8.15 0.45 8.12
1973-12-15 0.78 0.65 4.35
1973-12-16 0.24 0.59 2.98
1973-12-17 4.78 0.44 6.16
1973-12-18 0.04 0.63 5.19
1973-12-19 6.89 1.04 7.35
1973-12-20 3.2 0.51 8.35
1973-12-21 6.64 0.56 5.62
1973-12-22 4.45 0.58 6.48
1973-12-23 6.91 0.24 5.49
1973-12-24 16.42 0.25 4.16
1973-12-25 5.67 0.29 5.76
1973-12-26 0.43 0.28 4
1973-12-27 0 0.62 1.38
1973-12-28 0 0.9 1.66
1973-12-29 0 0.9 1.6
1973-12-30 0.02 0.41 1.99
1973-12-31 0.02 0.34 2.49
1974-01-01 0 0.44 0.35
1974-01-02 0 0.65 0.5
1974-01-03 0.25 0.48 2.66
1974-01-04 0 0.85 5
1974-01-05 2.81 1.15 8.29
1974-01-06 2.3 0.43 7.8
1974-01-07 8.11 0.35 8.97
1974-01-08 11.33 0.34 7.48
1974-01-09 6.2 0.77 8.22
1974-01-10 0.04 0.57 9.36
1974-01-11 0 0.5 10.21
1974-01-12 0 0.78 9.32
1974-01-13 0.19 0.98 9.12
1974-01-14 0.56 0.58 10.89
1974-01-15 0 0.39 11.43
1974-01-16 2.85 1.17 8.58
1974-01-17 0.52 0.68 5.37
1974-01-18 0 0.54 4.24
1974-01-19 0 0.93 5.26
1974-01-20 0 1.05 3.71
1974-01-21 0 0.94 3.96
1974-01-22 0 1.1 3.84
1974-01-23 0.03 1.17 3.37
1974-01-24 0 0.61 6.48
1974-01-25 4.25 0.44 5.48
1974-01-26 3.33 0.63 7.95
1974-01-27 0.09 0.8 7.27
1974-01-28 14.33 0.74 9
1974-01-29 0.35 0.7 5.32
1974-01-30 0.91 0.55 4.28
1974-01-31 0.08 0.97 7.24
1974-02-01 0.02 1.26 7.9
1974-02-02 12.32 0.33 3.61
1974-02-03 6.18 0.55 3.62
1974-02-04 19.73 0.57 5.36
1974-02-05 15.89 0.72 8.39
1974-02-06 23.9 0.89 7.42
1974-02-07 11.61 0.78 5.37
1974-02-08 0.5 0.62 6.75
1974-02-09 0 1.58 8.45
1974-02-10 0.13 1.94 9.38
1974-02-11 4.07 1.7 10.64
1974-02-12 10.57 0.86 7.19
1974-02-13 14.81 0.74 4.7
1974-02-14 1.19 1.02 5.59
1974-02-15 4.86 0.71 7
1974-02-16 5.71 1.11 6.05
1974-02-17 3.8 0.4 4.23
1974-02-18 1.78 0.75 5.82
1974-02-19 1.24 0.57 4.16
1974-02-20 0.55 0.5 2.9
1974-02-21 0.15 0.76 3.45
1974-02-22 3.5 0.87 3.76
1974-02-23 2.17 0.88 4.86
1974-02-24 0.47 0.78 1.82
1974-02-25 0 1.35 3.14
1974-02-26 0 1.34 1.94
1974-02-27 0 1.03 1.65
1974-02-28 0.06 0.98 2.64
1974-03-01 6.55 0.89 5.07
1974-03-02 14.82 0.56 4.33
1974-03-03 1.55 0.88 2.97
1974-03-04 1.87 1.08 1.01
1974-03-05 4.7 0.52 0.95
1974-03-06 0 1.44 2.03
1974-03-07 0 2.02 2.69
1974-03-08 0 2.16 5.47
1974-03-09 1.09 1.31 6.56
1974-03-10 10.81 0.39 7.67
1974-03-11 1.75 0.53 5.97
1974-03-12 10.8 1.65 8.74
1974-03-13 9.08 0.95 6.33
1974-03-14 2.17 0.8 6.37
1974-03-15 28.18 0.47 7.8
1974-03-16 2.53 0.82 10.97
1974-03-17 0 1.76 12.36
1974-03-18 2.27 1.41 10.6
1974-03-19 22.72 0.5 6.65
1974-03-20 24.66 0.45 4.47
1974-03-21 6.05 0.57 6.2
1974-03-22 0.3 1.08 7.71
1974-03-23 0.13 1.98 9.97
1974-03-24 0.08 1.77 11.15
1974-03-25 0.29 1.25 9.93
1974-03-26 1.61 1.92 11.12
1974-03-27 2.91 1.79 10.73
1974-03-28 2.3 1.75 10.3
1974-03-29 4.71 0.77 9.13
1974-03-30 0.17 1.21 8.67
1974-03-31 0.04 1.37 9.13
1974-04-01 0.31 3 11.69
1974-04-02 27.62 0.82 9.46
1974-04-03 11.34 1.16 7.11
1974-04-04 15.42 0.7 7.12
1974-04-05 8.33 0.59 8.46
1974-04-06 1.53 0.62 8.4
1974-04-07 0.74 2.38 9.94
1974-04-08 0.01 1.98 12.62
1974-04-09 0.5 1.46 12.79
1974-04-10 8.88 0.72 10.58
1974-04-11 2.37 0.73 8.16
1974-04-12 4.28 1.23 7.97
1974-04-13 2.93 0.65 8.89
1974-04-14 2.96 1.77 10.6
1974-04-15 0 3.02 9.03
1974-04-16 0 2.7 7.48
1974-04-17 0 3 7.76
1974-04-18 0 2.87 7.46
1974-04-19 0 3.5 7.86
1974-04-20 0.08 3.21 9.68
1974-04-21 0.03 3.34 10.66
1974-04-22 0.01 3.16 9.52
1974-04-23 0.43 2.23 8.91
1974-04-24 0.95 2.46 8.14
