date PRCP(mm) PET(mm) T(°C)
1986-08-24 2.03 2.39 15.43
1986-08-25 0.01 3.69 18.07
1986-08-26 1.43 1.61 16.67
1986-08-27 1.83 1.53 14.02
1986-08-28 4.4 1.84 12.07
1986-08-29 2.03 2.33 11.2
1986-08-30 0.09 3.19 12.42
1986-08-31 0.89 1.44 13.5
1986-09-01 0 3.7 15.37
1986-09-02 0 4.15 15.91
1986-09-03 0 3.77 17.15
1986-09-04 0.17 3.44 17
1986-09-05 0.01 3.63 18.51
1986-09-06 1.57 2.57 17.56
1986-09-07 0.31 3.26 17.33
1986-09-08 8 1.28 16.21
1986-09-09 0.09 2.28 16.41
1986-09-10 0.11 3.29 16.38
1986-09-11 8.93 2.26 19.63
1986-09-12 0.35 1.96 19.66
1986-09-13 0.26 3.22 22.02
1986-09-14 0 2.71 22.72
1986-09-15 8.15 2.13 21
1986-09-16 3.53 1.31 19.01
1986-09-17 6.63 1.17 15.97
1986-09-18 7.43 0.74 12.91
1986-09-19 0.12 2.63 16.15
1986-09-20 0.03 1.81 17.99
1986-09-21 0 2.34 18.07
1986-09-22 2.92 2.07 18.55
1986-09-23 8.93 2.07 18.4
1986-09-24 14.38 0.93 14.41
1986-09-25 29.46 0.87 12.78
1986-09-26 2.48 1.24 13.13
1986-09-27 0 2.11 12.33
1986-09-28 0 2.31 12.38
1986-09-29 0 2.35 12.49
1986-09-30 0.04 2.88 14.57
1986-10-01 0.04 2.4 16.37
1986-10-02 0.12 2.21 17.12
1986-10-03 0.36 1.28 17.63
1986-10-04 0.98 2.05 18.5
1986-10-05 0.59 1.59 17.32
1986-10-06 0.31 1.85 17.01
1986-10-07 0.19 2.3 17.35
1986-10-08 0.01 1.61 14.82
1986-10-09 0 2.02 14.58
1986-10-10 0.01 2.46 14.42
1986-10-11 0.12 1.68 14.94
1986-10-12 0.01 2.1 14.75
1986-10-13 2.32 1.24 15.3
1986-10-14 0 1.9 15.28
1986-10-15 0.65 1.05 13.8
1986-10-16 6.52 0.82 14.04
1986-10-17 4.7 0.73 14.65
1986-10-18 4.24 0.84 13.7
1986-10-19 5.03 0.76 12.21
1986-10-20 9.5 1.41 14.33
1986-10-21 1.42 1.08 15.01
1986-10-22 12.12 1.31 14.94
1986-10-23 3.85 1.09 10.55
1986-10-24 2.72 0.63 9.13
1986-10-25 9.38 1.19 10.95
1986-10-26 1.77 1.09 8.97
1986-10-27 0.14 0.96 9.35
1986-10-28 0.52 1.21 12.52
1986-10-29 1.76 0.78 10.24
1986-10-30 0.01 0.57 6.29
1986-10-31 0.02 1.39 7.3
1986-11-01 4.7 1.19 10.56
1986-11-02 0.4 1.02 7.78
1986-11-03 0 1.03 3.57
1986-11-04 0 1.13 3.75
1986-11-05 0 1.14 6.26
1986-11-06 0 1.28 7.82
1986-11-07 0.02 1.52 7.2
1986-11-08 1.48 0.76 8.85
1986-11-09 0 1.23 7.79
1986-11-10 0 1.66 8.99
1986-11-11 0 1.08 9.16
1986-11-12 0.01 1.23 10.25
1986-11-13 1.47 0.76 9.38
1986-11-14 33.34 1.31 12.09
1986-11-15 15.89 0.31 7.77
1986-11-16 0.49 1.1 7.98
1986-11-17 1.43 0.54 8.05
1986-11-18 0.01 0.87 6.52
1986-11-19 0.94 0.36 6.87
1986-11-20 3.47 0.44 8.63
1986-11-21 9.36 0.69 9.9
1986-11-22 14.67 0.8 10.92
1986-11-23 31.18 0.53 6.6
1986-11-24 4.74 0.46 8.69
1986-11-25 0.18 0.91 9.37
1986-11-26 3.57 0.38 6.92
1986-11-27 0 0.77 3.29
1986-11-28 0 1.1 2.87
1986-11-29 0.01 1.19 5.36
1986-11-30 0 0.96 4.47
1986-12-01 0 1.18 5.04
1986-12-02 0 1.05 5.9
1986-12-03 0.03 1.33 5.86
1986-12-04 0 1.29 5.47
1986-12-05 0 1.37 6.23
1986-12-06 0.09 0.58 7.73
1986-12-07 0 0.84 9.7
1986-12-08 17.92 0.61 7.96
1986-12-09 3.14 0.64 5.55
1986-12-10 0.06 0.74 3.96
1986-12-11 2.2 0.63 4.32
1986-12-12 0.19 0.73 7.22
1986-12-13 12.55 0.39 7.69
1986-12-14 1.1 0.68 6.33
1986-12-15 7.7 0.75 7.86
1986-12-16 14.71 0.71 7.64
1986-12-17 3.19 0.66 7.59
1986-12-18 5.28 0.97 9.84
1986-12-19 10.14 0.67 7.4
1986-12-20 14 0.37 5.48
1986-12-21 10.84 0.26 4.41
1986-12-22 2.12 0.5 1.78
1986-12-23 1.07 0.46 -0.82
1986-12-24 0.54 0.46 -0.14
1986-12-25 17.54 0.48 2.92
1986-12-26 23.44 0.47 9.35
1986-12-27 6.73 0.57 5.99
1986-12-28 0.21 0.57 5.54
1986-12-29 0.01 1.02 5.03
1986-12-30 0.32 0.84 5.14
1986-12-31 2.61 0.39 9.75
1987-01-01 2.28 0.87 12
1987-01-02 11.26 0.67 7.87
1987-01-03 1.19 0.62 3.82
1987-01-04 0.05 0.72 -0.15
1987-01-05 1.73 1 3.98
1987-01-06 7.12 0.54 6.97
1987-01-07 0.08 0.72 2.3
1987-01-08 0.24 0.76 -0.83
1987-01-09 10.5 0.62 5.3
1987-01-10 9.61 0.28 3.49
1987-01-11 0 0.64 -2
1987-01-12 0.93 0.4 -5.23
1987-01-13 14.65 0.42 -0.93
1987-01-14 3.86 0.23 -4.59
1987-01-15 13.58 0.27 -2.45
1987-01-16 2.96 0.16 -6.49
1987-01-17 0 0.58 -5.91
1987-01-18 0 0.47 -6.04
1987-01-19 0 0.44 -5.83
1987-01-20 0 0.38 -4.55
1987-01-21 0 0.47 -3.56
1987-01-22 0.12 0.8 -2.5
1987-01-23 0.46 1.08 -0.07
1987-01-24 0.34 1.01 0.86
1987-01-25 0.19 0.69 2.25
1987-01-26 1.28 0.5 6.9
1987-01-27 0.08 1.1 10.05
1987-01-28 0.1 0.67 9.7
1987-01-29 0.85 0.27 7.35
1987-01-30 0.1 0.64 4.79
1987-01-31 0.01 0.82 7.18
1987-02-01 0.02 0.63 6.65
1987-02-02 11 0.62 8.47
1987-02-03 19.66 0.32 7.08
1987-02-04 1.62 0.38 6.15
1987-02-05 0.53 0.6 5.83
1987-02-06 0.53 0.84 5.2
1987-02-07 11.96 0.58 7.26
1987-02-08 0.04 0.76 9.93
1987-02-09 9.52 1.4 10.43
1987-02-10 1.02 0.58 6.2
1987-02-11 8.05 0.42 6.02
1987-02-12 5.26 0.8 4.17
1987-02-13 6.64 0.69 5.3
1987-02-14 13.52 0.68 7.57
1987-02-15 9.91 0.3 2.38
1987-02-16 0.06 0.77 1.4
1987-02-17 0.12 0.83 -0.47
1987-02-18 0.51 0.85 -1.52
1987-02-19 1.84 0.41 -2.06
1987-02-20 0.08 0.69 -2.61
1987-02-21 4.59 0.65 0.29
1987-02-22 2.72 0.38 0.17
1987-02-23 0.11 1.21 2.09
1987-02-24 0.16 1.28 6.54
1987-02-25 10.05 0.56 7
1987-02-26 4.22 1.07 9.19
1987-02-27 6.73 0.93 12.15
1987-02-28 2.63 0.63 11.83
1987-03-01 0.01 1.28 12.2
1987-03-02 6.22 0.88 10.2
1987-03-03 0.12 1.36 6.16
1987-03-04 0.27 0.72 7.3
1987-03-05 0 1.77 7.61
1987-03-06 0 2.13 9.58
1987-03-07 0.75 0.61 9.98
1987-03-08 3.25 0.8 11.59
1987-03-09 7.64 0.78 11.05
1987-03-10 1.33 1.27 9.39
1987-03-11 0 1.7 8
1987-03-12 0.01 1.56 7.26
1987-03-13 0 2.01 6.98
1987-03-14 0.01 1.72 2.77
1987-03-15 0 2.07 2.2
1987-03-16 0 1.53 2.94
1987-03-17 0 1.5 3.9
1987-03-18 2.97 1.37 5.02
1987-03-19 7.9 1.12 4.56
1987-03-20 0.53 1.39 2.91
1987-03-21 3.73 0.85 4.82
1987-03-22 0.23 1.94 5.8
1987-03-23 0.02 1.97 9.15
1987-03-24 0.8 1.41 12.03
1987-03-25 7.88 1.56 11.2
1987-03-26 0 2.03 8.79
1987-03-27 11.62 1.36 12.21
1987-03-28 21.44 1.05 6.57
1987-03-29 10.13 0.89 2.45
1987-03-30 6.57 1.16 2.41
1987-03-31 1.15 1.02 5.55
1987-04-01 9.03 1.24 7.07
1987-04-02 5.65 0.75 7.59
1987-04-03 4.61 1.11 7.14
1987-04-04 0.81 2.07 7.55
1987-04-05 0.15 2.85 10.84
1987-04-06 1.85 1.83 12.53
1987-04-07 9.7 0.79 12.14
1987-04-08 17.34 1.42 12.38
1987-04-09 11.83 0.82 9.34
1987-04-10 3.3 1.83 7.45
1987-04-11 11.36 0.93 7.29
1987-04-12 11.86 0.81 8.41
1987-04-13 0 2.42 7.87
1987-04-14 0 2.41 8.21
1987-04-15 0 3.78 10.66
1987-04-16 0 4.36 13.65
1987-04-17 0 3.96 14.69
1987-04-18 0.4 3.11 15.16
1987-04-19 1.2 2.61 14.21
1987-04-20 1.95 1.21 11.99
1987-04-21 1.55 1.72 11.84
1987-04-22 0.59 1.63 13.78
1987-04-23 0.01 2.8 15.7
1987-04-24 2.62 1.02 13.69
1987-04-25 0.05 3.06 14.05
1987-04-26 0 3.35 15.71
1987-04-27 0 2.76 17.37
1987-04-28 0 2.65 16.63
1987-04-29 1.5 2.73 15.93
1987-04-30 0 3.22 14.69
1987-05-01 0 4.8 17.12
1987-05-02 2.36 3.2 15.18
1987-05-03 2.43 2.6 9.65
1987-05-04 1.84 2.6 6.17
1987-05-05 3.8 0.91 5.87
1987-05-06 0.38 2.75 9.81
1987-05-07 0 3.77 11.19
1987-05-08 0 4.62 12.92
1987-05-09 0.52 3.94 17.2
1987-05-10 6.68 2.32 14.41
1987-05-11 0.06 2.37 12.63
1987-05-12 5.11 2.67 11.33
1987-05-13 2.3 2.01 9.42
1987-05-14 0.01 2.8 8.96
1987-05-15 3.37 1.75 9.72
1987-05-16 3.49 2.13 10.53
1987-05-17 3.67 0.6 9.55
1987-05-18 2.63 2.07 9.77
1987-05-19 7.04 1.65 8.97
1987-05-20 0.01 3.34 11.57
1987-05-21 0 3.97 11.85
1987-05-22 0.32 3.16 11.67
1987-05-23 2.56 0.72 11.6
1987-05-24 0.07 3.29 14.26
1987-05-25 0.69 3.95 18.07
1987-05-26 0.16 3.48 16.13
1987-05-27 0.11 2.09 13.04
1987-05-28 0.27 2.23 11.83
1987-05-29 0.01 2.9 12.01
1987-05-30 0 4.21 15.55
1987-05-31 0.19 2.68 13.91
1987-06-01 0.02 3.61 14.57
1987-06-02 0.22 5.06 17.75
1987-06-03 3.75 2.59 17.07
1987-06-04 0.28 2.91 15.24
1987-06-05 0 3.85 17.4
1987-06-06 3.37 3.76 18.81
1987-06-07 7.79 2.74 15.7
1987-06-08 6.35 1.6 10.47
1987-06-09 1.14 2.5 10.91
1987-06-10 1.28 2.18 14.95
1987-06-11 9.17 2.66 17.04
1987-06-12 0.32 2.84 17.57
1987-06-13 8.18 1.47 14.02
1987-06-14 29.49 0.9 11.29
1987-06-15 7.39 2.14 10.69
1987-06-16 2.66 2.64 10.7
1987-06-17 0.11 3.37 11.7
1987-06-18 5.32 3.51 13.65
1987-06-19 26.83 1.11 13.09
1987-06-20 1.81 2.56 13.14
1987-06-21 0.07 3.35 14.3
1987-06-22 0.23 2.89 15.65
1987-06-23 0.03 2.7 16.05
1987-06-24 0.06 2.68 16.2
1987-06-25 0.22 3.74 18.08
1987-06-26 0.18 1.87 16.32
1987-06-27 0 4.03 19.24
1987-06-28 0.12 5.15 23.34
1987-06-29 1.31 4.63 21.48
1987-06-30 0.68 2.62 19.14
1987-07-01 0.41 1.68 18.19
1987-07-02 0.89 3.62 20.94
1987-07-03 2.48 3.53 21.84
1987-07-04 0.62 4.1 22.51
1987-07-05 4.09 4.04 22.37
1987-07-06 1.62 2.18 21.02
1987-07-07 0.95 1.83 20.22
1987-07-08 0.36 1.59 19.44
1987-07-09 0.01 3.79 19.53
1987-07-10 0.01 5.49 20.41
1987-07-11 0 5.71 21.68
1987-07-12 0.69 3.94 21.42
1987-07-13 4.4 3.97 22.53
1987-07-14 4.16 1.58 19.98
1987-07-15 1.88 1.84 20.5
1987-07-16 9.66 1.1 18.07
1987-07-17 9.64 1.33 15.96
1987-07-18 2.89 2.85 14.73
1987-07-19 0.18 3.64 15.78
1987-07-20 0.25 2.39 15.86
1987-07-21 0.05 3.52 16.03
1987-07-22 9.12 2.2 16.04
1987-07-23 25.59 1.08 15.07
1987-07-24 2.98 0.99 15.94
1987-07-25 2.35 2.34 16.96
1987-07-26 0.05 3.07 14.89
1987-07-27 0 3.93 15.22
1987-07-28 0 2.86 17.21
1987-07-29 3.78 2.58 17.76
1987-07-30 2.77 2.25 15.8
1987-07-31 0.42 3.25 16.3
1987-08-01 0.4 3.47 17.31
1987-08-02 0.04 3.05 18.25
1987-08-03 0.03 4.04 20.35
1987-08-04 0.07 2.64 18.65
1987-08-05 0.01 3.97 18.96
1987-08-06 0.16 2.31 16.59
1987-08-07 0.03 3.64 15.99
1987-08-08 6.06 2.96 17.58
1987-08-09 0.71 2.06 17.13
1987-08-10 0.65 2.07 17.81
1987-08-11 0 3.48 20.76
1987-08-12 0 4.94 22.36
1987-08-13 0.1 3.43 25.48
1987-08-14 0.01 4.66 25.71
1987-08-15 0 4.76 25.38
1987-08-16 0.9 2.4 22.89
1987-08-17 1.92 1.83 18.88
1987-08-18 0 3.59 20.81
1987-08-19 0 4.87 22.17
1987-08-20 0.25 4.6 24.64
1987-08-21 3.91 3.52 24.13
1987-08-22 16.19 1.57 19.65
1987-08-23 11.82 1.29 17.05
1987-08-24 17.34 1.74 14.14
1987-08-25 1.3 2.56 14.94
1987-08-26 1.9 2.63 15.79
1987-08-27 0.16 1.58 15.89
1987-08-28 0 3.32 17.1
1987-08-29 0.01 3.81 18.79
1987-08-30 1.21 2.06 20.38
1987-08-31 7.57 3.18 20.49
1987-09-01 4.47 2.02 18.82
1987-09-02 0.19 2.58 19.29
1987-09-03 6.22 2.22 19.15
1987-09-04 1.57 1.23 18.19
1987-09-05 0.35 1.32 16.84
1987-09-06 0 3.28 17.28
1987-09-07 0.03 4.3 19.62
1987-09-08 0.05 2.39 18.51
1987-09-09 0.38 2.18 17.81
1987-09-10 0 2.31 17.12
1987-09-11 0 3.75 19.65
1987-09-12 0 3.48 22.79
1987-09-13 0.21 3.96 24.11
1987-09-14 0.01 3.75 22.79
1987-09-15 0 3.74 23.07
1987-09-16 0 3.6 24.12
1987-09-17 0 4.2 23.07
1987-09-18 0 3.59 22.83
1987-09-19 0 2.34 22.68
1987-09-20 0.12 2.49 21.71
1987-09-21 2.91 1.91 20.76
1987-09-22 5.34 1.81 20.09
1987-09-23 3.43 1.96 18.04
1987-09-24 1.74 0.85 16.59
1987-09-25 1.62 1.54 19.65
1987-09-26 9.82 1.09 18.54
1987-09-27 1.32 1.37 13.57
1987-09-28 0 2.42 12.01
1987-09-29 0 2.62 11.49
1987-09-30 0.04 2.32 14.11
1987-10-01 8.47 0.52 14.38
1987-10-02 10.84 1.67 17.55
1987-10-03 4.17 1.07 16.6
1987-10-04 0.52 1.15 16.2
1987-10-05 17.82 0.54 13.52
1987-10-06 4.25 1.06 13.7
1987-10-07 1.94 1.88 15.59
1987-10-08 4.31 1.51 13.04
1987-10-09 13.87 2.36 14.18
1987-10-10 23.65 0.61 10.63
1987-10-11 9.29 1.24 9.72
1987-10-12 6.39 0.94 11.32
1987-10-13 1.28 1.04 12.66
1987-10-14 2.55 0.98 14.2
1987-10-15 5.76 1.99 17.95
1987-10-16 3.5 1.28 13.43
1987-10-17 0 1.59 10.97
1987-10-18 0 1.05 11.39
1987-10-19 0.28 1.15 12.76
1987-10-20 4.9 0.85 13.43
1987-10-21 0.17 1.39 9.24
1987-10-22 6.17 0.5 8.82
1987-10-23 0.05 1.55 10.35
1987-10-24 0.52 0.57 10.35
1987-10-25 0.09 0.79 12.87
1987-10-26 0.44 1.02 15.15
1987-10-27 20.53 1.33 17.02
1987-10-28 1.78 0.56 10.72
1987-10-29 0 1.3 10.9
1987-10-30 0 1.02 11.74
1987-10-31 0.01 1 12.39
1987-11-01 0 1.46 12.82
1987-11-02 0 1.49 13.07
1987-11-03 0 1.4 11
1987-11-04 0 1.64 10.7
1987-11-05 0 1.71 9.97
1987-11-06 0 1.59 9.36
1987-11-07 0.27 0.9 9.11
1987-11-08 1.2 0.32 10.97
1987-11-09 25.24 0.46 10.36
1987-11-10 5 0.79 10.2
1987-11-11 0.04 0.9 8.96
1987-11-12 3.35 0.74 9.77
1987-11-13 18.29 0.75 10.32
1987-11-14 12.86 0.56 5.46
1987-11-15 0.08 0.84 8.68
1987-11-16 0.98 0.7 10.41
1987-11-17 0.03 0.95 8.94
1987-11-18 0.01 0.89 5.97
1987-11-19 0.47 0.67 6.5
1987-11-20 3.06 0.77 7.8
1987-11-21 0.87 0.56 6.04
1987-11-22 26.02 0.42 6.98
1987-11-23 8.45 0.34 4.44
1987-11-24 9.25 0.4 1.76
1987-11-25 12.62 0.28 2.84
1987-11-26 3.95 0.28 3.98
1987-11-27 2.36 0.49 3.8
1987-11-28 0 0.68 3.1
1987-11-29 0 0.58 3.01
1987-11-30 0 0.71 1.11
1987-12-01 0 0.34 -0.2
1987-12-02 0.18 0.86 2.18
1987-12-03 1.89 0.53 6.34
1987-12-04 1.95 0.66 10.07
1987-12-05 0.14 0.9 8.56
1987-12-06 0 0.82 7.04
1987-12-07 0 0.67 5.61
1987-12-08 0.01 0.24 2.86
1987-12-09 0 0.44 4.03
1987-12-10 1.73 0.49 3.38
1987-12-11 3.27 0.62 7.95
1987-12-12 2.12 0.3 7.25
1987-12-13 2.55 0.4 6.95
1987-12-14 3.35 0.39 7.94
1987-12-15 0.01 0.76 10.31
1987-12-16 0 0.91 12.68
1987-12-17 0.03 0.88 13.16
1987-12-18 0.01 0.71 12.63
1987-12-19 0.02 0.65 11.08
1987-12-20 0 0.62 8.85
1987-12-21 0 1.03 8.13
1987-12-22 0.01 0.61 7.69
1987-12-23 0 0.57 7.5
1987-12-24 0.24 0.8 5.79
1987-12-25 1.52 0.46 6.04
1987-12-26 0 0.86 5.13
1987-12-27 0 1.2 6.19
1987-12-28 0 1.04 6.35
1987-12-29 0 1 5.61
1987-12-30 0.01 1.11 5.58
1987-12-31 8.02 0.37 4.32
1988-01-01 0.72 0.52 6.84
1988-01-02 2.84 1.06 10.48
1988-01-03 10.99 0.74 7.56
1988-01-04 0.08 1.06 9.83
1988-01-05 2.07 0.79 8.66
1988-01-06 8.92 1.22 8.06
1988-01-07 11.24 0.61 4.96
1988-01-08 16.07 0.31 7.2
1988-01-09 0.07 0.87 9.57
1988-01-10 3.45 0.74 7.66
1988-01-11 1.18 0.25 6.13
1988-01-12 0.07 0.79 4.38
1988-01-13 2.22 0.39 6.07
1988-01-14 0.11 0.48 4.42
1988-01-15 4.44 0.38 4.17
1988-01-16 1.16 0.43 7
1988-01-17 0.28 0.34 7.59
1988-01-18 0.4 0.77 8.08
1988-01-19 10.64 0.39 7.26
1988-01-20 14.93 0.86 7.29
1988-01-21 24.96 0.54 5.33
1988-01-22 27.27 0.43 8.02
1988-01-23 1.25 0.52 7.72
1988-01-24 10.59 0.56 9.04
1988-01-25 0.82 1.08 8.48
1988-01-26 1.38 0.84 7.79
1988-01-27 2.22 0.78 10.01
1988-01-28 4.79 0.91 9.78
1988-01-29 31.18 0.76 7.47
1988-01-30 27.99 0.67 4.08
1988-01-31 3.53 0.56 7.22
1988-02-01 9.8 0.75 7.89
1988-02-02 0.12 1.43 6.65
1988-02-03 2.29 1.52 6.16
1988-02-04 11.93 1.33 8.11
1988-02-05 7.68 1.72 12.06
1988-02-06 20.13 0.56 6.32
1988-02-07 4.02 0.96 4.53
1988-02-08 30.37 0.51 8.54
1988-02-09 7.46 1.3 9.53
1988-02-10 6.49 0.91 5.16
1988-02-11 16.21 1.05 6.77
1988-02-12 3.9 0.88 4.47
1988-02-13 0.01 1.25 5.72
1988-02-14 0 1.74 8.38
1988-02-15 0 1.1 7.45
1988-02-16 0 1.65 6.58
1988-02-17 0 1.52 4.81
1988-02-18 0 1.39 3.7
1988-02-19 0 1.49 3.13
1988-02-20 0 1.47 4.33
1988-02-21 0 1.52 5.62
1988-02-22 0 1.67 7.42
1988-02-23 1.11 1.28 6.98
1988-02-24 4.22 1.06 2.4
1988-02-25 1.42 0.95 0.4
1988-02-26 2.85 0.81 -0.93
1988-02-27 2.18 0.59 -0.77
1988-02-28 2.23 1.06 0.71
1988-02-29 3.28 0.76 1.57
1988-03-01 8.64 0.62 1.17
1988-03-02 0.02 1.44 0.01
1988-03-03 0 1.67 2.38
1988-03-04 5.68 0.61 3.01
1988-03-05 0.88 1.06 0.89
1988-03-06 3.65 1.04 2.52
1988-03-07 8.14 0.72 6.71
1988-03-08 3.7 0.96 6.84
1988-03-09 0 1.28 5.9
1988-03-10 0 1.45 5.14
1988-03-11 0 1.85 5.27
1988-03-12 0 1.8 5.42
1988-03-13 0 1.82 5.77
1988-03-14 0 1.98 5.57
1988-03-15 1.44 2.08 8.11
1988-03-16 36.55 1.01 10.56
1988-03-17 24.59 0.72 10.17
1988-03-18 0.49 1.5 10.7
1988-03-19 0 2.56 11.97
1988-03-20 0.01 0.76 12.89
1988-03-21 8.96 1.37 8.94
1988-03-22 2.22 1.37 8.02
1988-03-23 0.3 1.76 9.49
1988-03-24 3.25 0.94 9.41
1988-03-25 0.66 1.81 11.45
1988-03-26 5.89 0.9 9.73
1988-03-27 0.48 1.73 6.64
1988-03-28 0.08 1.58 6.66
1988-03-29 18.09 1.61 8.34
1988-03-30 19.69 1.28 5.28
1988-03-31 14.08 1.25 5.26
1988-04-01 0.3 1.86 5.94
1988-04-02 0.38 1.9 8.77
1988-04-03 4.63 0.95 8.33
1988-04-04 2.17 2.12 9.55
1988-04-05 5.81 0.67 8.46
1988-04-06 6.56 0.86 8.52
1988-04-07 0.12 1.95 9.02
1988-04-08 9.38 0.88 9.27
1988-04-09 2.32 2.05 8.36
1988-04-10 0.28 2.5 9.53
1988-04-11 7.11 2.21 12.13
1988-04-12 0.28 2.29 10.74
1988-04-13 0 2.82 10.51
1988-04-14 0.53 2.66 11.92
1988-04-15 3.47 1.39 14.7
1988-04-16 10.15 1.78 14.37
1988-04-17 0.94 1.85 13.67
1988-04-18 8.67 1.76 16.48
1988-04-19 16.95 0.83 12.23
1988-04-20 0.03 2.89 11.76
1988-04-21 0.01 3.66 13.81
1988-04-22 28.74 2.08 13.13
1988-04-23 15.69 1.04 9.88
1988-04-24 7.96 0.93 9.18
1988-04-25 0.85 1.64 10.05
1988-04-26 5.92 1.42 10.25
1988-04-27 1.41 2.25 9.45
1988-04-28 1.22 2.54 9.82
1988-04-29 3.75 1.77 9.84
1988-04-30 0.02 1.91 11.27
1988-05-01 3.85 2.45 12.41
1988-05-02 1.44 3.03 11.81
1988-05-03 0.03 3.08 11.74
1988-05-04 1.82 1.76 12.28
1988-05-05 0.28 2.54 15.2
1988-05-06 0.05 1.76 17.08
1988-05-07 7.4 3.66 16.6
1988-05-08 2.47 1.97 14.09
1988-05-09 2.95 1.28 11.93
1988-05-10 3.95 1.05 10.68
1988-05-11 1.43 1.27 11.42
1988-05-12 4.83 2.95 14.06
1988-05-13 11.32 1.23 13.15
1988-05-14 5.34 1.03 12.45
1988-05-15 1.01 0.99 12.66
1988-05-16 3.45 2.67 13.9
1988-05-17 2.79 2.2 13.67
1988-05-18 9.2 1.95 13.03
1988-05-19 1.33 2.5 11.96
1988-05-20 0.01 3.1 12.17
1988-05-21 0 4.21 14.4
1988-05-22 23.48 3.93 17.15
1988-05-23 3.14 1.31 15.15
1988-05-24 0.47 3.71 17.05
1988-05-25 8.44 1.24 15.65
1988-05-26 5.67 0.71 12.12
1988-05-27 2.47 2.36 11.52
1988-05-28 5.61 1.3 13.03
1988-05-29 0.69 2.22 12.38
1988-05-30 0.4 2.17 12.38
1988-05-31 1.94 3.25 13.77
1988-06-01 0.65 2.89 14.68
1988-06-02 0.08 4.3 16.41
1988-06-03 3.92 2.31 15
1988-06-04 3.57 1.29 12.23
1988-06-05 3.23 2.72 11.6
1988-06-06 0.41 2.89 11.4
1988-06-07 0.12 3.42 12.77
1988-06-08 3.34 1.89 14.8
1988-06-09 0.97 1.61 16.15
1988-06-10 4.6 2.38 17.28
1988-06-11 0.64 3.71 16.81
1988-06-12 2.94 3.37 15.34
1988-06-13 7.81 1.53 15.3
1988-06-14 5.44 2.48 15.46
1988-06-15 13.46 3.78 17.44
1988-06-16 16.56 1.01 14.9
1988-06-17 19.11 1.31 15.15
1988-06-18 3.74 1.85 15.45
1988-06-19 0 4.1 17.89
1988-06-20 0 4.77 19.14
1988-06-21 0.03 5.03 19.28
1988-06-22 0.95 4.9 19.85
1988-06-23 3.22 1.66 19.68
1988-06-24 1.54 2.95 17.59
1988-06-25 0.05 3.88 16.66
1988-06-26 0.38 3.69 16.23
1988-06-27 0.45 2.91 16.64
1988-06-28 3.02 3.43 17.72
1988-06-29 3.08 2.79 19.02
1988-06-30 11.99 1.44 16.82
1988-07-01 5.06 1.63 14.52
1988-07-02 7.09 3.11 16.18
1988-07-03 0.04 3.28 15.07
1988-07-04 9.1 2.59 16.38
1988-07-05 2.12 3.28 16.92
1988-07-06 3.66 3.81 17.51
1988-07-07 0.02 3.95 17.45
1988-07-08 0 4.43 18.17
1988-07-09 0 4.22 17.61
1988-07-10 0 5.39 20.93
1988-07-11 0.46 4.3 19.3
1988-07-12 0.08 3.38 18.33
1988-07-13 0.75 4.41 17.69
1988-07-14 0.37 3.35 15.02
1988-07-15 0.01 3.52 15.31
1988-07-16 0 4.05 15.57
1988-07-17 0 5.1 18.46
1988-07-18 0.04 5.44 21.12
1988-07-19 6.75 3.04 21.81
1988-07-20 0.13 2.41 17.66
1988-07-21 0.1 4.57 19.97
1988-07-22 0 5.11 23.45
1988-07-23 19.44 1.87 21.95
1988-07-24 0.09 2.84 16.64
1988-07-25 0 5.37 20.45
1988-07-26 1.4 4.3 20.27
1988-07-27 0.66 2.65 18.01
1988-07-28 0.35 5.27 20.08
1988-07-29 2.3 1.54 16.4
1988-07-30 0.19 3.78 15.94
1988-07-31 1.31 5.03 19.76
1988-08-01 0.11 6.42 22.26
1988-08-02 11.51 2.39 19.45
1988-08-03 15.01 0.98 16.77
1988-08-04 0.04 3.87 16.63
1988-08-05 0.04 4.84 18.24
1988-08-06 0.9 5 21.9
1988-08-07 1 2.76 20.88
1988-08-08 0.11 3.14 20.61
1988-08-09 0.05 3.34 20.95
1988-08-10 2.68 2.57 19.96
1988-08-11 0.06 2.04 19.78
1988-08-12 0.09 2.49 20.32
1988-08-13 0 2.89 21.39
1988-08-14 0.58 3.52 21.56
1988-08-15 0.51 2.62 21.11
1988-08-16 0.6 2.59 20.3
1988-08-17 0.15 1.81 20.35
1988-08-18 0.06 3.95 21.58
1988-08-19 3.05 3.18 19.59
1988-08-20 2.19 2.3 16.63
1988-08-21 9.2 2.14 15.22
1988-08-22 0.09 2.75 14.67
1988-08-23 0 3.19 15.11
1988-08-24 1.98 2.77 16.82
1988-08-25 0.13 2.63 16.01
1988-08-26 0.01 4.03 17.49
1988-08-27 0.01 4.88 22.86
1988-08-28 0.82 2.03 19.84
1988-08-29 3.04 1.65 15.3
1988-08-30 0.26 2.71 15.95
1988-08-31 0.29 2.68 17.54
1988-09-01 24.63 1.61 17.13
1988-09-02 2.98 2.17 14.16
1988-09-03 0 3.33 17.64
1988-09-04 0 3.88 19.81
1988-09-05 0 4.21 21.92
1988-09-06 0 4.5 23.18
1988-09-07 0 4.76 23.44
1988-09-08 0.11 4.33 21.24
1988-09-09 0.41 1.83 17.78
1988-09-10 0 2.66 16.32
1988-09-11 0.23 2.81 17.46
